FPR,TPR_mean,TPR_std
0.0,0.0,0.0
0.002004008016032064,0.28051449051950056,0.15824583925296992
0.004008016032064128,0.28237513488515487,0.15803618927495777
0.0060120240480961915,0.2842357792508093,0.1578470222309757
0.008016032064128256,0.2860964236164636,0.1576784118412674
0.01002004008016032,0.287957067982118,0.15753042411339127
0.012024048096192383,0.2898177123477724,0.15740311721458336
0.014028056112224447,0.29167835671342685,0.15729654135852184
0.01603206412825651,0.2935390010790812,0.15721073870700064
0.018036072144288574,0.2953996454447356,0.15714574328695918
0.02004008016032064,0.4153096577770928,0.143380186921385
0.022044088176352703,0.41704254663172496,0.1431973995243589
0.024048096192384766,0.41877543548635726,0.14304245739961052
0.026052104208416832,0.42050832434098967,0.14291545111272216
0.028056112224448895,0.42224121319562186,0.1428164551935082
0.03006012024048096,0.4239741020502542,0.1427455279186663
0.03206412825651302,0.4257069909048866,0.1427027111409279
0.03406813627254509,0.427439879759519,0.14268803016587073
0.03607214428857715,0.4291727686141513,0.14270149367723775
0.038076152304609215,0.43090565746878373,0.14274309371127544
0.04008016032064128,0.5122850187554596,0.1332001253054236
0.04208416833667334,0.5140899748214378,0.13297714029527954
0.044088176352705406,0.515894930887416,0.13277454476923284
0.04609218436873747,0.5176998869533942,0.1325924321900772
0.04809619238476953,0.5195048430193724,0.13243088705932635
0.0501002004008016,0.5213097990853506,0.1322899847244551
0.052104208416833664,0.5231147551513283,0.13216979120551606
0.05410821643286573,0.5249197112173065,0.13207036304205236
0.05611222444889779,0.5267246672832846,0.1319917471611235
0.058116232464929855,0.5285296233492627,0.13193398076715887
0.06012024048096192,0.5887701043111866,0.1351427391403893
0.06212424849699398,0.590237654796773,0.135097349755041
0.06412825651302605,0.5917052052823597,0.13506760475801985
0.06613226452905811,0.5931727557679461,0.13505351448616834
0.06813627254509018,0.5946403062535329,0.13505508383925027
0.07014028056112225,0.5961078567391191,0.13507231227143612
0.0721442885771543,0.5975754072247057,0.13510519379225222
0.07414829659318636,0.5990429577102923,0.1351537169769885
0.07615230460921843,0.6005105081958788,0.1352178649865247
0.0781563126252505,0.6019780586814655,0.13529761559649284
0.08016032064128256,0.6446588047890652,0.13218978683960886
0.08216432865731463,0.646195146703664,0.13175823092220462
0.08416833667334668,0.6477314886182621,0.13134339050976448
0.08617234468937875,0.6492678305328606,0.13094542446857657
0.08817635270541081,0.650804172447459,0.13056448710010918
0.09018036072144288,0.6523405143620574,0.13020072787038167
0.09218436873747494,0.6538768562766559,0.12985429114220093
0.09418837675350701,0.6554131981912543,0.1295253159112669
0.09619238476953906,0.6569495401058526,0.1292139355471662
0.09819639278557113,0.7005735188325367,0.11660747479874278
0.1002004008016032,0.7017560762550741,0.11631792317817649
0.10220440881763526,0.7029386336776118,0.11604512526943672
0.10420841683366733,0.7041211911001488,0.11578919948719194
0.1062124248496994,0.7053037485226864,0.11555025793887491
0.10821643286573146,0.7064863059452235,0.115328406190178
0.11022044088176351,0.7076688633677612,0.11512374304096966
0.11222444889779558,0.7088514207902985,0.11493636031269691
0.11422845691382764,0.7100339782128359,0.1147663426483014
0.11623246492985971,0.7112165356353729,0.11461376732563557
0.11823647294589178,0.7398692256307484,0.09716838583081472
0.12024048096192384,0.7409502338009348,0.09679896932615416
0.1222444889779559,0.7420312419711215,0.09644730963930839
0.12424849699398796,0.7431122501413079,0.09611360167598933
0.12625250501002003,0.7441932583114946,0.0957980330383462
0.1282565130260521,0.745274266481681,0.09550078354294604
0.13026052104208416,0.7463552746518672,0.09522202474759933
0.13226452905811623,0.7474362828220542,0.09496191948967456
0.1342685370741483,0.7485172909922403,0.09472062143857406
0.13627254509018036,0.7495982991624273,0.09449827466504936
0.13827655310621242,0.7683699450182414,0.08470079512201271
0.1402805611222445,0.7694476774060941,0.08430186741557244
0.14228456913827653,0.7705254097939465,0.0839221765161002
0.1442885771543086,0.7716031421817995,0.08356198464996717
0.14629258517034066,0.7726808745696515,0.08322154499934716
0.14829659318637273,0.7737586069575046,0.08290110090650497
0.1503006012024048,0.774836339345357,0.08260088508568061
0.15230460921843686,0.7759140717332099,0.08232111884784044
0.15430861723446893,0.7769918041210623,0.08206201134372629
0.156312625250501,0.7780695365089152,0.08182375883073692
0.15831663326653306,0.7935750989157804,0.07595757642538681
0.16032064128256512,0.794659382868301,0.07567399418782343
0.1623246492985972,0.7957436668208213,0.07541321705625369
0.16432865731462926,0.7968279507733418,0.07517548235776858
0.16633266533066132,0.7979122347258619,0.07496100932609805
0.16833667334669336,0.7989965186783826,0.07476999813538977
0.17034068136272543,0.8000808026309026,0.07460262899965166
0.1723446893787575,0.8011650865834232,0.07445906134694279
0.17434869739478956,0.8022493705359436,0.0743394330768708
0.17635270541082163,0.8033336544884642,0.0742438599092744
0.1783567134268537,0.8135342479831458,0.07112179107039321
0.18036072144288576,0.8142925915934431,0.07077359850532144
0.18236472945891782,0.8150509352037407,0.07044742529189324
0.1843687374749499,0.8158092788140381,0.07014357860598501
0.18637274549098196,0.8165676224243357,0.06986234975710298
0.18837675350701402,0.8173259660346333,0.0696040129018884
0.1903807615230461,0.8180843096449308,0.06936882379744792
0.19238476953907813,0.8188426532552282,0.06915701860671256
0.1943887775551102,0.8196009968655258,0.06896881276801614
0.19639278557114226,0.8309651418221061,0.06347057386404245
0.19839679358717432,0.8319075843995685,0.06299366123607972
0.2004008016032064,0.8328500269770315,0.06254360578499112
0.20240480961923846,0.8337924695544936,0.06212099123982227
0.20440881763527052,0.8347349121319567,0.06172638123213665
0.2064128256513026,0.8356773547094188,0.06136031605833994
0.20841683366733466,0.836619797286882,0.06102330942280146
0.21042084168336672,0.8375622398643442,0.060715845200490004
0.2124248496993988,0.8385046824418072,0.06043837426069682
0.21442885771543085,0.8394471250192693,0.06019131139549591
0.21643286573146292,0.8489494437593137,0.05759733934015269
0.21843687374749496,0.8496396510970662,0.057311740654314214
0.22044088176352702,0.8503298584348186,0.05704401053060445
0.2224448897795591,0.8510200657725708,0.05679440166803155
0.22444889779559116,0.8517102731103237,0.056563153970313265
0.22645290581162322,0.852400480448076,0.056350493486168204
0.2284569138276553,0.8530906877858284,0.05615663138068084
0.23046092184368736,0.8537808951235809,0.05598176294778782
0.23246492985971942,0.8544711024613331,0.05582606667395272
0.2344689378757515,0.8551613097990856,0.05568970336294298
0.23647294589178355,0.8626400942911466,0.05406439531207391
0.23847695390781562,0.8634285750989165,0.053753954546546315
0.24048096192384769,0.8642170559066854,0.05346536524436839
0.24248496993987975,0.8650055367144551,0.05319898302058836
0.2444889779559118,0.8657940175222241,0.05295514300354183
0.24649298597194386,0.8665824983299939,0.05273415789614792
0.24849699398797592,0.867370979137763,0.05253631610510712
0.250501002004008,0.8681594599455328,0.05236187996209836
0.25250501002004005,0.8689479407533018,0.05221108406099457
0.2545090180360721,0.8697364215610713,0.05208413373449601
0.2565130260521042,0.8763982837469814,0.04926004556246579
0.25851703406813625,0.8768378937361905,0.04910698096154917
0.2605210420841683,0.8772775037254,0.04896685869753621
0.2625250501002004,0.8777171137146089,0.04883979016596798
0.26452905811623245,0.8781567237038181,0.04872587749247696
0.2665330661322645,0.8785963336930273,0.048625213136527616
0.2685370741482966,0.8790359436822368,0.04853787952659642
0.27054108216432865,0.8794755536714457,0.048463948730048965
0.2725450901803607,0.8799151636606553,0.04840348216072915
0.2745490981963928,0.8857409948101332,0.04430470614349999
0.27655310621242485,0.88626249935769,0.04403052815073267
0.2785571142284569,0.8867840039052467,0.04377635557181289
0.280561122244489,0.8873055084528033,0.04354253874332414
0.282565130260521,0.8878270130003599,0.04332940720139995
0.28456913827655306,0.8883485175479165,0.04313726755118288
0.2865731462925851,0.8888700220954732,0.042966401411878755
0.2885771543086172,0.8893915266430298,0.042817063467008275
0.29058116232464926,0.8899130311905864,0.04268947964939011
0.2925851703406813,0.8904345357381431,0.04258384548957887
0.2945891783567134,0.8969085607111661,0.03980382669730935
0.29659318637274545,0.8973917386054162,0.03946911958293472
0.2985971943887775,0.8978749164996661,0.03915487050822059
0.3006012024048096,0.8983580943939162,0.038861575770161465
0.30260521042084165,0.8988412722881663,0.03858971315163448
0.3046092184368737,0.8993244501824162,0.038339738573336904
0.3066132264529058,0.8998076280766663,0.038112082724238
0.30861723446893785,0.9002908059709163,0.03790714771975673
0.3106212424849699,0.9007739838651665,0.037725303840747376
0.312625250501002,0.9012571617594162,0.03756688640900275
0.31462925851703405,0.9074977519140848,0.03765978636065864
0.3166332665330661,0.9079547235496634,0.0375901573608648
0.3186372745490982,0.9084116951852427,0.03754457668510544
0.32064128256513025,0.908868666820821,0.03752313197053257
0.3226452905811623,0.9093256384564001,0.03752586459573319
0.3246492985971944,0.9097826100919788,0.03755276928272609
0.32665330661322645,0.9102395817275581,0.03760379414781266
0.3286573146292585,0.9106965533631362,0.03767884120014224
0.3306613226452906,0.9111535249987155,0.0377777672768662
0.33266533066132264,0.9116104966342943,0.03790038539420997
0.33466933867735466,0.9164905451929499,0.034397026211377676
0.3366733466933867,0.9169475168285285,0.03423366045486019
0.3386773547094188,0.9174044884641076,0.03408763749457598
0.34068136272545085,0.9178614600996863,0.033959181051007266
0.3426853707414829,0.9183184317352655,0.033848491121748196
0.344689378757515,0.918775403370844,0.033755742484110014
0.34669338677354705,0.9192323750064229,0.0336810833548824
0.3486973947895791,0.9196893466420019,0.0336246342304869
0.3507014028056112,0.9201463182775808,0.03358648692822803
0.35270541082164325,0.9206032899131594,0.033566703846170845
0.3547094188376753,0.9238349455320898,0.03432099941292992
0.3567134268537074,0.9243852769641847,0.03399478048012095
0.35871743486973945,0.9249356083962798,0.0336904849640666
0.3607214428857715,0.9254859398283746,0.03340871192323183
0.3627254509018036,0.9260362712604696,0.03315003568109843
0.36472945891783565,0.9265866026925643,0.03291500078960679
0.3667334669338677,0.9271369341246596,0.03270411696307734
0.3687374749498998,0.9276872655567544,0.03251785407622372
0.37074148296593185,0.9282375969888496,0.03235663732750401
0.3727454909819639,0.9314625725810598,0.031396261566254066
0.374749498997996,0.9318327359847902,0.031285780294433053
0.37675350701402804,0.9322028993885209,0.031193104406218603
0.3787575150300601,0.9325730627922512,0.031118392984436107
0.3807615230460922,0.9329432261959816,0.031061775656603657
0.38276553106212424,0.9333133895997122,0.031023351487538788
0.38476953907815625,0.9336835530034427,0.03100318812103686
0.3867735470941883,0.9340537164071735,0.031001321187785764
0.3887775551102204,0.9344238798109039,0.031017753991527744
0.39078156312625245,0.9347940432146344,0.03105245747989105
0.3927855711422845,0.9389558925543396,0.029144550443973443
0.3947895791583166,0.9391524394943735,0.029001987490705476
0.39679358717434865,0.9393489864344078,0.028867921788046425
0.3987975951903807,0.9395455333744416,0.028742472239362073
0.4008016032064128,0.9397420803144754,0.028625752123223547
0.40280561122244485,0.9399386272545093,0.028517868625301927
0.4048096192384769,0.9401351741945433,0.02841892238209826
0.406813627254509,0.9403317211345771,0.028329007040654944
0.40881763527054105,0.940528268074611,0.028248208838424327
0.4108216432865731,0.940724815014645,0.028176606207437303
0.4128256513026052,0.9415034877447208,0.027784954224361166
0.41482965931863724,0.9417098620317561,0.027687554568414895
0.4168336673346693,0.941916236318792,0.02760034191063752
0.4188376753507014,0.9421226106058274,0.027523413088955166
0.42084168336673344,0.9423289848928633,0.02745685454349202
0.4228456913827655,0.9425353591798986,0.027400741844988818
0.4248496993987976,0.9427417334669345,0.027355139275189202
0.42685370741482964,0.9429481077539699,0.02732009946450251
0.4288577154308617,0.9431544820410057,0.027295663091627852
0.4308617234468938,0.943360856328041,0.027281858649091977
0.43286573146292584,0.9459615705770519,0.026913213237360716
0.4348697394789579,0.9462842351369406,0.026875542809122476
0.4368737474949899,0.9466068996968298,0.026853417707091768
0.438877755511022,0.9469295642567185,0.026846876365033117
0.44088176352705405,0.9472522288166079,0.02685593017023331
0.4428857715430861,0.9475748933764966,0.02688056336460918
0.4448897795591182,0.9478975579363857,0.026920733181515326
0.44689378757515025,0.9482202224962745,0.026976370215489695
0.4488977955911823,0.9485428870561637,0.02704737901751719
0.4509018036072144,0.9488655516160527,0.027133638903997843
0.45290581162324645,0.9513051744514669,0.026318541754621918
0.4549098196392785,0.9516294769025229,0.02603298116393657
0.4569138276553106,0.9519537793535793,0.02576137850842186
0.45891783567134264,0.9522780818046348,0.025504179720326
0.4609218436873747,0.9526023842556909,0.025261824754744082
0.4629258517034068,0.9529266867067467,0.025034744713144548
0.46492985971943884,0.9532509891578029,0.024823358796614143
0.4669338677354709,0.9535752916088586,0.024628071122578168
0.468937875751503,0.9538995940599149,0.02444926744653713
0.47094188376753504,0.9553560646934893,0.024465344399677957
0.4729458917835671,0.9555575253070242,0.02436516837854487
0.4749498997995992,0.9557589859205591,0.024278480022596402
0.47695390781563124,0.9559604465340936,0.024205424244849765
0.4789579158316633,0.9561619071476284,0.024146124784558846
0.48096192384769537,0.9563633677611635,0.024100683183731368
0.48296593186372744,0.9565648283746979,0.024069177931671785
0.4849699398797595,0.9567662889882328,0.024051663794073343
0.48697394789579157,0.9569677496017676,0.024048171339887358
0.4889779559118236,0.9571692102153024,0.02405870667543873
0.49098196392785565,0.9591194247469298,0.022437631978254487
0.4929859719438877,0.9593667463131395,0.022295731611877315
0.4949899799599198,0.9596140678793483,0.022166832061493804
0.49699398797595185,0.9598613894455579,0.02205116131618471
0.4989979959919839,0.9601087110117671,0.021948928524159434
0.501002004008016,0.9603560325779767,0.021860322219520143
0.503006012024048,0.9606033541441857,0.021785508668382268
0.5050100200400801,0.9608506757103953,0.021724630366369867
0.5070140280561122,0.9610979972766046,0.021677804717889864
0.5090180360721442,0.9613453188428137,0.02164512292491921
0.5110220440881763,0.9643317404038853,0.02186452897338763
0.5130260521042084,0.9646560428549412,0.02167463179233819
0.5150300601202404,0.9649803453059974,0.021506843525786166
0.5170340681362725,0.9653046477570532,0.021361685152528245
0.5190380761523046,0.965628950208109,0.021239620657458186
0.5210420841683366,0.965953252659165,0.021141050063645965
0.5230460921843687,0.9662775551102211,0.021066303162119555
0.5250501002004008,0.9666018575612769,0.021015634157620727
0.5270541082164328,0.9669261600123329,0.02098921742656129
0.5290581162324649,0.9672504624633887,0.02098714454888649
0.531062124248497,0.9687725450901806,0.020430150118058304
0.533066132264529,0.9689166795128724,0.020376556883000902
0.5350701402805611,0.9690608139355636,0.0203331761617064
0.5370741482965932,0.9692049483582555,0.020300073425897767
0.5390781563126252,0.969349082780947,0.0202772990121401
0.5410821643286573,0.9694932172036385,0.020264887742488885
0.5430861723446894,0.9696373516263299,0.020262858659642648
0.5450901803607214,0.9697814860490216,0.020271214881271326
0.5470941883767535,0.969925620471713,0.02028994357611026
0.5490981963927856,0.9712253352859572,0.01941139254965413
0.5511022044088176,0.9714136927701564,0.019282365481735876
0.5531062124248497,0.9716020502543556,0.019167097432150844
0.5551102204408818,0.9717904077385547,0.019065837954932413
0.5571142284569138,0.9719787652227538,0.018978811275255678
0.5591182364729459,0.9721671227069532,0.018906213937953224
0.561122244488978,0.9723554801911521,0.01884821267551366
0.56312625250501,0.9725438376753515,0.018804942547186492
0.565130260521042,0.9727321951595507,0.018776505396170744
0.567134268537074,0.9729205526437498,0.018762968665158676
0.5691382765531061,0.9744675890242028,0.018350423280870047
0.5711422845691382,0.9747050832434105,0.018262739363868775
0.5731462925851702,0.9749425774626181,0.01819792081882613
0.5751503006012023,0.975180071681826,0.018156212538800263
0.5771543086172344,0.9754175659010333,0.018137773952447124
0.5791583166332664,0.9756550601202412,0.01814267600758524
0.5811623246492985,0.9758925543394487,0.018170899814057298
0.5831663326653306,0.9761300485586564,0.01822233700596511
0.5851703406813626,0.976367542777864,0.01829679180718798
0.5871743486973947,0.9766050369970718,0.01839398470920198
0.5891783567134268,0.9777570525666719,0.01827800652730663
0.5911823647294588,0.9778946354246958,0.018154910175957585
0.5931863727454909,0.9780322182827196,0.018040633394995734
0.595190380761523,0.9781698011407434,0.01793534476944632
0.597194388777555,0.9783073839987669,0.017839203446788174
0.5991983967935871,0.9784449668567907,0.017752358044598335
0.6012024048096192,0.9785825497148146,0.01767494558922472
0.6032064128256512,0.9787201325728383,0.017607090501591004
0.6052104208416833,0.978857715430862,0.017548903646413407
0.6072144288577154,0.9789952982888857,0.01750048146085444
0.6092184368737474,0.9797682544576335,0.017687136428494902
0.6112224448897795,0.9799910076563385,0.017464099831362784
0.6132264529058116,0.9802137608550435,0.017255708331382208
0.6152304609218436,0.9804365140537485,0.01706249853725923
0.6172344689378757,0.9806592672524539,0.0168849916158856
0.6192384769539078,0.9808820204511589,0.016723687590402825
0.6212424849699398,0.9811047736498639,0.016579059400115944
0.6232464929859719,0.9813275268485689,0.016451546850739154
0.625250501002004,0.9815502800472743,0.016341550605431278
0.627254509018036,0.9817730332459794,0.016249426384214005
0.6292585170340681,0.9823449463028622,0.0162091073414646
0.6312625250501002,0.9825283901135603,0.015978488907108176
0.6332665330661322,0.9827118339242589,0.015774496322518292
0.6352705410821643,0.9828952777349572,0.015598174259534775
0.6372745490981964,0.9830787215456555,0.015450470082155748
0.6392785571142284,0.9832621653563537,0.015332210891305693
0.6412825651302605,0.983445609167052,0.015244081979524442
0.6432865731462926,0.9836290529777504,0.01518660790000708
0.6452905811623246,0.9838124967884488,0.01516013730629637
0.6472945891783567,0.9849680771800009,0.01451994652999118
0.6492985971943888,0.9852416050048813,0.014272888107117595
0.6513026052104208,0.985515132829762,0.014052707350851467
0.6533066132264529,0.9857886606546425,0.013860685197526488
0.655310621242485,0.9860621884795229,0.013698005901848071
0.657314629258517,0.9863357163044034,0.013565725137827275
0.6593186372745491,0.9866092441292842,0.013464738862264366
0.6613226452905812,0.9868827719541645,0.013395754851024452
0.6633266533066132,0.9871562997790448,0.013359268869006189
0.6653306613226453,0.9874298276039256,0.013355547262689364
0.6673346693386772,0.9897837983659622,0.012731091374792027
0.6693386773547093,0.9899525011561582,0.012533313194244975
0.6713426853707414,0.9901212039463538,0.012352510417976335
0.6733466933867734,0.9902899067365497,0.012189438444688137
0.6753507014028055,0.9904586095267456,0.01204481745552484
0.6773547094188376,0.9906273123169413,0.011919319084848709
0.6793587174348696,0.990796015107137,0.011813552781674508
0.6813627254509017,0.990964717897333,0.01172805240326919
0.6833667334669338,0.9911334206875285,0.011663263650955274
0.6853707414829658,0.9913021234777244,0.011619532984548429
0.6873747494989979,0.9918311623246491,0.011169485252369443
0.68937875751503,0.991955642053337,0.011046473440753666
0.691382765531062,0.9920801217820252,0.010938281111185711
0.6933867735470941,0.9922046015107133,0.010845351786504519
0.6953907815631262,0.9923290812394014,0.01076808063651177
0.6973947895791582,0.9924535609680896,0.010706806682268586
0.6993987975951903,0.9925780406967779,0.010661805737500144
0.7014028056112224,0.9927025204254659,0.010633284410405818
0.7034068136272544,0.9928270001541543,0.010621375458792347
0.7054108216432865,0.9929514798828422,0.010626134736411073
0.7074148296593186,0.9940099429628485,0.00988345848709808
0.7094188376753506,0.9940983890858638,0.009762632031149085
0.7114228456913827,0.994186835208879,0.009653996261862682
0.7134268537074148,0.9942752813318941,0.009557966865997825
0.7154308617234468,0.9943637274549095,0.0094749271521199
0.7174348697394789,0.9944521735779247,0.009405221188438822
0.719438877755511,0.99454061970094,0.009349147223568137
0.721442885771543,0.994629065823955,0.00930695165730745
0.7234468937875751,0.9947175119469704,0.009278823828157173
0.7254509018036072,0.9948059580699858,0.009264891864210294
0.7274549098196392,0.9958190098145007,0.008674649333778331
0.7294589178356713,0.9958697844406759,0.008613569135760678
0.7314629258517034,0.9959205590668512,0.00855930808301669
0.7334669338677354,0.9959713336930268,0.008511996585667645
0.7354709418837675,0.9960221083192021,0.008471751076359486
0.7374749498997996,0.9960728829453775,0.008438672652505006
0.7394789579158316,0.9961236575715531,0.00841284585520448
0.7414829659318637,0.9961744321977284,0.00839433761780427
0.7434869739478958,0.9962252068239039,0.0083831964137132
0.7454909819639278,0.996468289142387,0.008227392001716172
0.7474949899799599,0.9965190637685625,0.00816075380615118
0.749498997995992,0.9965698383947378,0.008101232969756917
0.751503006012024,0.9966206130209133,0.008048987388914184
0.7535070140280561,0.9966713876470888,0.008004159528300242
0.7555110220440882,0.996722162273264,0.007966874602566381
0.7575150300601202,0.9967729368994395,0.007937238910509917
0.7595190380761523,0.996823711525615,0.007915338370718285
0.7615230460921844,0.9968744861517905,0.007901237304016066
0.7635270541082164,0.996925260777966,0.007894977501978245
0.7655310621242485,0.9979355505883559,0.0063940171263894546
0.7675350701402806,0.9979814115410305,0.006306924287210977
0.7695390781563125,0.998027272493705,0.006228274493110489
0.7715430861723446,0.9980731334463796,0.0061583912349994835
0.7735470941883766,0.9981189943990542,0.006097575935564493
0.7755511022044087,0.9981648553517288,0.006046102233795003
0.7775551102204408,0.9982107163044034,0.0060042103892098495
0.7795591182364728,0.998256577257078,0.005972102043598965
0.7815631262525049,0.9983024382097525,0.005949935586650613
0.783567134268537,0.9983482991624271,0.00593782236146322
0.785571142284569,0.9983838831509169,0.005892459602123838
0.7875751503006011,0.9984133651919219,0.005829189665561759
0.7895791583166332,0.998442847232927,0.005773444597389911
0.7915831663326652,0.9984723292739323,0.005725444196634652
0.7935871743486973,0.9985018113149373,0.005685384626041781
0.7955911823647294,0.9985312933559424,0.0056534346914858015
0.7975951903807614,0.9985607753969474,0.005629732466411359
0.7995991983967935,0.9985902574379526,0.00561438240979765
0.8016032064128256,0.9986197394789577,0.005607453112700317
0.8036072144288576,0.9986492215199627,0.005608975784082841
0.8056112224448897,0.9988668683520886,0.005247311491588644
0.8076152304609218,0.9988914367195929,0.005172492041376291
0.8096192384769538,0.9989160050870971,0.005104503205387199
0.8116232464929859,0.9989405734546013,0.0050436212245647235
0.813627254509018,0.9989651418221057,0.0049901062280592375
0.81563126252505,0.9989897101896098,0.004944197437918086
0.8176352705410821,0.999014278557114,0.004906108383462429
0.8196392785571142,0.9990388469246183,0.004876022319761177
0.8216432865731462,0.9990634152921224,0.004854088058812108
0.8236472945891783,0.9992791351934638,0.003556255142605906
0.8256513026052104,0.9992840488669645,0.0035376501480436015
0.8276553106212424,0.9992889625404654,0.0035196259815035626
0.8296593186372745,0.9992938762139663,0.0035021916107598958
0.8316633266533066,0.9992987898874671,0.003485355886614608
0.8336673346693386,0.999303703560968,0.0034691275247994585
0.8356713426853707,0.9993086172344688,0.0034535150874671714
0.8376753507014028,0.9993135309079696,0.0034385269643388886
0.8396793587174348,0.9993184445814706,0.003424171353581456
0.8416833667334669,0.9993233582549713,0.003410456242494563
0.843687374749499,0.9997182827192848,0.002076789431756706
0.845691382765531,0.999742851086789,0.001881337186462073
0.8476953907815631,0.9997674194542931,0.0016872130576302542
0.8496993987975952,0.9997919878217975,0.0014949345209323973
0.8517034068136272,0.9998165561893018,0.0013053174208892816
0.8537074148296593,0.9998411245568058,0.0011197146708171119
0.8557114228456913,0.9998656929243102,0.0009405058990635883
0.8577154308617234,0.9998902612918144,0.0007721559270432833
0.8597194388777555,0.9999148296593187,0.0006235232413688141
0.8617234468937875,0.999939398026823,0.0005120749132211158
0.8637274549098196,0.9999543317404038,0.0004543934457265881
0.8657314629258517,0.9999592454139048,0.0004055030116927119
0.8677354709418837,0.9999641590874055,0.0003566125776588358
0.8697394789579158,0.9999690727609064,0.0003077221436249707
0.8717434869739479,0.9999739864344073,0.0002588317095910945
0.8737474949899798,0.9999789001079081,0.00020994127555721846
0.8757515030060119,0.9999838137814089,0.00016105084152335335
0.877755511022044,0.9999887274549099,0.00011216040748947724
0.879759519038076,0.9999936411284106,6.326997345560113e-05
0.8817635270541081,0.9999985548019116,1.4379539421725023e-05
0.8837675350701402,1.0,0.0
0.8857715430861722,1.0,0.0
0.8877755511022043,1.0,0.0
0.8897795591182364,1.0,0.0
0.8917835671342684,1.0,0.0
0.8937875751503005,1.0,0.0
0.8957915831663326,1.0,0.0
0.8977955911823646,1.0,0.0
0.8997995991983967,1.0,0.0
0.9018036072144288,1.0,0.0
0.9038076152304608,1.0,0.0
0.9058116232464929,1.0,0.0
0.907815631262525,1.0,0.0
0.909819639278557,1.0,0.0
0.9118236472945891,1.0,0.0
0.9138276553106212,1.0,0.0
0.9158316633266532,1.0,0.0
0.9178356713426853,1.0,0.0
0.9198396793587174,1.0,0.0
0.9218436873747494,1.0,0.0
0.9238476953907815,1.0,0.0
0.9258517034068136,1.0,0.0
0.9278557114228456,1.0,0.0
0.9298597194388777,1.0,0.0
0.9318637274549098,1.0,0.0
0.9338677354709418,1.0,0.0
0.9358717434869739,1.0,0.0
0.937875751503006,1.0,0.0
0.939879759519038,1.0,0.0
0.9418837675350701,1.0,0.0
0.9438877755511021,1.0,0.0
0.9458917835671342,1.0,0.0
0.9478957915831663,1.0,0.0
0.9498997995991983,1.0,0.0
0.9519038076152304,1.0,0.0
0.9539078156312625,1.0,0.0
0.9559118236472945,1.0,0.0
0.9579158316633266,1.0,0.0
0.9599198396793587,1.0,0.0
0.9619238476953907,1.0,0.0
0.9639278557114228,1.0,0.0
0.9659318637274549,1.0,0.0
0.9679358717434869,1.0,0.0
0.969939879759519,1.0,0.0
0.9719438877755511,1.0,0.0
0.9739478957915831,1.0,0.0
0.9759519038076151,1.0,0.0
0.9779559118236472,1.0,0.0
0.9799599198396792,1.0,0.0
0.9819639278557113,1.0,0.0
0.9839679358717434,1.0,0.0
0.9859719438877754,1.0,0.0
0.9879759519038075,1.0,0.0
0.9899799599198396,1.0,0.0
0.9919839679358716,1.0,0.0
0.9939879759519037,1.0,0.0
0.9959919839679358,1.0,0.0
0.9979959919839678,1.0,0.0
1.0,1.0,0.0
